Fulton,IN-Fulton,0,0
Gibson,IN-Gibson,0,0
Grant,IN-Grant,0,0
Greene,IN-Greene,0,0
Hamilton,IN-Hamilton,0,0
Hancock,IN-Hancock,0,0
Harrison,IN-Harrison,0,0
Hendricks,IN-Hendricks,0,0
Johnson,IN-Johnson,0,0
Knox,IN-Knox,0,0
Henry,IN-Henry,0,0
Howard,IN-Howard,0,0
Huntington,IN-Huntington,0,0
Jackson,IN-Jackson,0,0
Chickasaw,IA-Chickasaw,0,0
Jasper,IN-Jasper,0,0
Jay,IN-Jay,0,0
Jefferson,IN-Jefferson,0,0
Jennings,IN-Jennings,0,0
Kosciusko,IN-Kosciusko,0,0
LaGrange,IN-LaGrange,0,0
Lake,IN-Lake,0,0
LaPorte,IN-LaPorte,0,0
Lawrence,IN-Lawrence,0,0
Madison,IN-Madison,0,0
Marion,IN-Marion,0,0
Marshall,IN-Marshall,0,0
Martin,IN-Martin,0,0
Miami,IN-Miami,0,0
Monroe,IN-Monroe,0,0
Montgomery,IN-Montgomery,0,0
Morgan,IN-Morgan,0,0
Newton,IN-Newton,0,0
Noble,IN-Noble,0,0
Ohio,IN-Ohio,0,0
Orange,IN-Orange,0,0
Owen,IN-Owen,0,0
Parke,IN-Parke,0,0
St. Joseph,IN-St. Joseph,0,0
Perry,IN-Perry,0,0
Pike,IN-Pike,0,0
Porter,IN-Porter,0,0
Posey,IN-Posey,0,0
Pulaski,IN-Pulaski,0,0
Putnam,IN-Putnam,0,0
Randolph,IN-Randolph,0,0
Ripley,IN-Ripley,0,0
Rush,IN-Rush,0,0
Scott,IN-Scott,0,0
Shelby,IN-Shelby,0,0
Spencer,IN-Spencer,0,0
Starke,IN-Starke,0,0
Steuben,IN-Steuben,0,0
Sullivan,IN-Sullivan,0,0
Switzerland,IN-Switzerland,0,0
Tippecanoe,IN-Tippecanoe,0,0
Tipton,IN-Tipton,0,0
Union,IN-Union,0,0
Vanderburgh,IN-Vanderburgh,0,0
Vermillion,IN-Vermillion,0,0
Vigo,IN-Vigo,0,0
Wabash,IN-Wabash,0,0
Warren,IN-Warren,0,0
Whitley,IN-Whitley,0,0
Warrick,IN-Warrick,0,0
Washington,IN-Washington,0,0
Wayne,IN-Wayne,0,0
Wells,IN-Wells,0,0
White,IN-White,0,0
Allamakee,IA-Allamakee,0,0
Appanoose,IA-Appanoose,0,0
Audubon,IA-Audubon,0,0
Benton,IA-Benton,0,0
Black Hawk,IA-Black Hawk,0,0
Boone,IA-Boone,0,0
Buchanan,IA-Buchanan,0,0
Buena Vista,IA-Buena Vista,0,0
Butler,IA-Butler,0,0
